experiment_id,model,threshold,precision,recall,f0.5,blocking_recall,candidate_count,singleton_accuracy
exp_logistic_regression,Logistic Regression,0.7000000000000002,0.9751329112554112,0.8279913492063492,0.8993175296593147,0.8413755174110632,251749,0.9175257731958762
exp_random_forest,Random Forest,0.8000000000000003,0.988220773809524,0.8221336507936509,0.9053103636134736,0.8413755174110632,251749,0.9604810996563574
exp_lightgbm,LightGBM,0.8400000000000003,0.9882266071428573,0.8268276388888888,0.9075761521347345,0.8413755174110632,251749,0.9621993127147767
exp_xgboost,XGBoost,0.7800000000000002,0.9868265277777778,0.8313692857142856,0.9084983836706926,0.8413755174110632,251749,0.9604810996563574
exp_catboost,CatBoost,0.7800000000000002,0.987053869047619,0.8289622023809523,0.907551110855467,0.8413755174110632,251749,0.9561855670103093
exp_xgboost_hn_mining,XGBoost + Hard Negative Mining,0.7300000000000002,0.9864096825396824,0.8308742460317461,0.9077898833869352,0.8413755174110632,251749,0.9561855670103093
